id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,NUMROOMS,NUMBEDS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE,ItemDesc_norm,cluster,material_key
3040,A0-0062,,Gwalior,Madhya Pradesh,India,Future Tech,Workspace,8000,1,0,0,B0-0627,2/23/2023,228515.285,"Arm 7804 12'x 9/16"" Wall Angle White
30pc/box",63833,60,PC,720,,52605,,11/28/2022 0:00,4/7/2023 12:00,217999330.1,arm 7804 12 x 9/16 wall angle white 30pc/box,8,Steel
13058,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-3671,10/9/2024,59180.625,"2"" x 2"" x 10' Angle 20ga 30mil",61343,100,PC,1,ML,51770,51770,4/3/2023 0:00,2/28/2025 17:00,4359775970,2 x 2 x 10 angle 20ga 30mil,6,Steel
11872,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-3172,12/11/2023,318004.74,"4"" x 12' Track 1-1/2"" Leg 16ga",50891,24,PC,0.288,ML,153306,44152.295,2/3/2020 0:00,10/31/2025 0:00,34925565107,4 x 12 track 1-1/2 leg 16ga,1,Steel
5826,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1261,2/13/2024,777255.575,"4"" x 19'8"" Stud 2-1/2"" Flange 12ga Unpunched",60671,18,PC,0.354,ML,366231,129646.275,7/12/2021 0:00,11/1/2024 17:00,14191958070,4 x 19 8 stud 2-1/2 flange 12ga unpunched,5,Steel
10450,A0-0017,,Lucknow,Uttar Pradesh,India,Enterprise,Workspace,60000,0,0,0,B0-2644,7/14/2023,50750.465,"#6 x 1-1/4"" Grabber Scavenger Head Drivall Self Drill
Point Zinc 8M",32072,1,BX,1,BX,12504.125,12504.125,8/4/2020 0:00,11/3/2023 0:00,2032049652,6 x 1-1/4 grabber scavenger head drivall self drill point zinc 8m,10,Misc
580,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0145,2/3/2023,310787.835,"18V LXT LITHIUM-ION BRUSHLESS CORDLESS
RECIP SAW, TOOL ONLY MAKITA",44218,2,,,,16699.165,33398.33,8/1/2022 0:00,2/5/2025 0:00,5447968752,18v lxt lithium-ion brushless cordless recip saw tool only makita,14,Cables
5237,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-1110,1/4/2024,58825.75,"1-5/8"" x 10' Track 1-1/4"" Leg 20ga EQ",53691,50,PC,0.5,ML,30060,15030,9/1/2020 0:00,4/5/2024 0:00,1642865619,1-5/8 x 10 track 1-1/4 leg 20ga eq,1,Steel
9414,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-2312,5/10/2023,296673.83,"12"" x 10' Flat Strap 16ga 54mil",65138,50,PC,0.5,ML,254675,127337.5,9/1/2020 0:00,4/5/2024 0:00,1642865619,12 x 10 flat strap 16ga 54mil,14,Misc
13392,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-3803,5/16/2023,320500.555,"2-1/2"" 20ga Slotted Track 10' w/ 2-1/2""
Leg",60917,8,pcs,80,,144037.5,,2/27/2023 0:00,11/30/2023 0:00,169152463,2-1/2 20ga slotted track 10 w/ 2-1/2 leg,1,Steel
6436,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-1435,3/15/2024,251042.75,"0-7/8"" x 10' Furring / Hat Channel 20ga 30mil",61384,30,PC,0.3,ML,86840,26052,5/26/2023 0:00,5/2/2025 8:00,714978787.5,0-7/8 x 10 furring / hat channel 20ga 30mil,6,Steel
5588,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-1203,2/2/2024,4318144.05,"6"" x 25' Stud 1-5/8"" Flange 16ga",60703,40,PC,1,ML,172093.5,172093.5,12/5/2022 0:00,6/23/2025 0:00,22955715208,6 x 25 stud 1-5/8 flange 16ga,5,Steel
10565,A0-0156,,Nagpur,Maharashtra,India,Wellness,Health Center,583000,,,,B0-2688,8/21/2023,1124162.17,"12' x 1.64"" USG Fire Rated HD Main Tee Donn DXL
White 050 20/BX",60203,88,PC,1.056,ML,86923.5,91791.55,11/28/2018 0:00,8/23/2024 0:00,23273459144,12 x 1.64 usg fire rated hd main tee donn dxl white 050 20/bx,12,Drywall
2468,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0526,8/5/2023,275124.15,"Cert R11 3.5""x16""x96"" Unfaced
170.67 sf/bag",48811,5,Bag,853.35,,35070,,2/27/2023 0:00,11/30/2023 0:00,169152463,cert r11 3.5 x16 x96 unfaced 170.67 sf/bag,17,Misc
4158,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0699,1/31/2023,351321.24,"3/4"" Pressure treated rated Sheathing 4'x8'",63659,5,PCS,160,,192718,,10/19/2020 0:00,7/10/2023 12:00,12657755648,3/4 pressure treated rated sheathing 4 x8,12,Misc
10398,A0-0156,,Nagpur,Maharashtra,India,Wellness,Health Center,583000,,,,B0-2614,8/22/2023,782469.315,"4' x 1-1/2"" USG Fire Rated 15/16"" Cross Tee Donn
DXL Flat White 050 60/BX",61146,570,PC,2.28,ML,85253.5,194377.98,11/28/2018 0:00,8/23/2024 0:00,23273459144,4 x 1-1/2 usg fire rated 15/16 cross tee donn dxl flat white 050 60/bx,12,Steel
414,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0117,1/10/2023,156797.97,"14PC 1/2DR DEEP IMPACT SOCKET SET
WRIGHT",62958,1,,,,17461.52,17461.52,8/1/2022 0:00,2/5/2025 0:00,5447968752,14pc 1/2dr deep impact socket set wright,17,Misc. Electricals
403,A0-0025,,Jaipur,Rajasthan,India,Bio Innovation,R&amp;D Laboratories,249000,5,,,B0-0116,1/10/2023,213993.8,"18V LXT LITHIUM-ION BRUSHLESS CORDLESS
QUICK-SHIFT MODE 3-SPEED IMPACT
DRIVER, TOOL ONLY MAKITA
SERIAL NUMBER: 8079(11Y) (13Y) (14Y)",46773,3,,,,11219.895,33659.685,2/14/2022 0:00,10/17/2024 0:00,7645779545,18v lxt lithium-ion brushless cordless quick-shift mode 3-speed impact driver tool only makita serial number 8079 11y 13y 14y,14,Cables
4429,A0-0105,,Patna,Bihar,India,Enterprise,Workspace,1390000,27,0,0,B0-0742,1/12/2024,162658,"WHALER, 75' -4""R X 8' LVL L08",61038,112,LF,,,292.25,,4/30/2020 0:00,6/2/2025 0:00,19389360493,whaler 75 -4 r x 8 lvl l08,14,Misc
2085,A0-0072,,Mumbai,Maharashtra,India,Wellness,Health Center,1000,0,0,0,B0-0457,3/31/2023,103438.965,"3-5/8"" 20ga DW Stud 10'",61197,20,pcs,200,,65714.5,,3/6/2023 0:00,5/19/2023 0:00,29582132.01,3-5/8 20ga dw stud 10,3,Steel
3058,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0632,7/10/2023,181804.55,"5/8"" Firecode Drywall 4' x 10'",58225,4,PCS,160,,48012.5,,5/30/2023 0:00,10/4/2023 12:00,184506781.2,5/8 firecode drywall 4 x 10,2,Drywall
12173,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3303,3/21/2024,576223.48,"6"" x 10' Track 2"" Leg 16ga",60195,36,PC,0.36,ML,234718.5,84498.66,8/15/2022 0:00,1/21/2025 0:00,23204555261,6 x 10 track 2 leg 16ga,1,Steel
165,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0058,4/25/2023,34574.01,"1/2""X4""X10' FIBER EXPANSION BOARD
100FT/BUNDLE",45784,100,,,,61.6063,6160.63,10/15/2020 0:00,1/11/2024 12:00,3422320092,1/2 x4 x10 fiber expansion board 100ft/bundle,14,Cables
11973,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-3218,12/26/2023,80857.225,"4"" x 16' C-H Stud 20ga 33mil",51163,40,PC,0.64,ML,118908.175,76101.065,5/6/2022 0:00,5/30/2025 0:00,15598821597,4 x 16 c-h stud 20ga 33mil,3,Steel
4303,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0732,8/31/2023,332797.6,"Knauf R8 2-1/2""x24""x96 Unfaced 352
sf/bag",63563,4,bag,1408,,27555,,10/19/2020 0:00,7/10/2023 12:00,12657755648,knauf r8 2-1/2 x24 x96 unfaced 352 sf/bag,17,Misc
8726,A0-0115,,Chandigarh,Chandigarh,India,Future Tech,Critical Ops,988000,,,,B0-2065,5/15/2023,2079338.71,"1-25/32"" x 4' USG Donn Fineline DXF Cross Tee 24""
Notched Silver Satin 002 50/BX #",49029,2,CT,0.4,ML,179692,71876.8,7/15/2021 0:00,12/20/2024 12:00,92837749723,1-25/32 x 4 usg donn fineline dxf cross tee 24 notched silver satin 002 50/bx,12,Steel
10032,A0-0032,,Vadodara,Gujarat,India,Misc Market,Workspace,161000,,,,B0-2499,6/16/2023,52008.81,"5/8"" x 4' x 10' Type X Drywall",61289,7,PC,0.28,MS,41332.5,11573.1,1/17/2022 0:00,3/22/2024 17:00,9061994321,5/8 x 4 x 10 type x drywall,2,Drywall
3318,A0-0064,,Patna,Bihar,India,Wellness,Health Center,12658,0,0,0,B0-0668,2/14/2023,16445.325,"Bit Tip, #3 Phillips Bit 1"" Long Insert
PB3",66404,5,each,5,,82.665,,10/3/2022 0:00,5/31/2023 12:00,265604816.8,bit tip 3 phillips bit 1 long insert pb3,14,Misc
11000,A0-0008,,Jaipur,Rajasthan,India,Wellness,Health Center,1368,,,,B0-2839,9/5/2023,100270.975,"2' x 1"" USG Fire Rated 15/16"" Cross Tee Donn
DX/DXL Flat White 60/BX",46086,2,CT,0.24,ML,55778,13386.72,8/12/2022 0:00,6/18/2024 12:00,336609162.1,2 x 1 usg fire rated 15/16 cross tee donn dx/dxl flat white 60/bx,12,Steel
3935,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0529,8/14/2023,161077.345,"5/8"" Firecode Drywall 4' x 9'",58209,40,pcs,1440,,48012.5,,2/27/2023 0:00,11/30/2023 0:00,169152463,5/8 firecode drywall 4 x 9,2,Drywall
1848,A0-0054,,Visakhapatnam,Andhra Pradesh,India,Future Tech,Critical Ops,0,,,,B0-0413,2/23/2024,64182.275,"3/4"" Fire Treated Rated Sheathing
4'x8' KDAT",63657,2,pcs,64,,165914.5,,1/9/2023 0:00,11/17/2023 12:00,558049036.2,3/4 fire treated rated sheathing 4 x8 kdat,12,Misc
12322,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3356,6/25/2024,312989.73,"2-1/2"" x 12' Stud 1-3/8"" Flange 20ga 33mil",65162,80,PC,0.96,ML,79325,76152,8/15/2022 0:00,1/21/2025 0:00,23204555261,2-1/2 x 12 stud 1-3/8 flange 20ga 33mil,16,Steel
1335,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0293,6/5/2023,476267.3,"LG BLACK MAXIFLEX ULTIMATE NITRILE PALM
GLOVES G-TEK",64318,24,,,,286.405,6873.72,4/11/2022 0:00,9/17/2024 12:00,7554544515,lg black maxiflex ultimate nitrile palm gloves g-tek,14,Misc
10316,A0-0289,,Bareilly,Uttar Pradesh,India,Enterprise,Workspace,19032,,,,B0-2590,7/10/2023,169307.105,"5/8"" x 4' x 10' Type X Drywall",61289,16,PC,0.64,MS,41332.5,26452.8,7/5/2023 0:00,9/22/2023 12:00,55275998,5/8 x 4 x 10 type x drywall,2,Drywall
9232,A0-0265,,Mangalore,Karnataka,India,Enterprise,Workspace,14000,,,,B0-2257,4/21/2023,62775.3,6' Hanger Wire 12ga 100/PC,19891,2,"BD
:unselected:",2,BD,3089.5,6179,1/26/2023 0:00,9/6/2023 12:00,357714436.7,6 hanger wire 12ga 100/pc,14,Misc
754,A0-0008,,Jaipur,Rajasthan,India,Wellness,Health Center,1368,,,,B0-0167,2/24/2023,69836.06,"1GAL KIT SIKADUR 32 HI-MOD LPL EXT POT
LIFE EPOXY BONDING/GROUTING ADHESIVE
(1 BOX: A AND B) SIKA",63049,2,,,,9119.035,18238.07,8/12/2022 0:00,6/18/2024 12:00,336609162.1,1gal kit sikadur 32 hi-mod lpl ext pot life epoxy bonding/grouting adhesive 1 box a and b sika,14,Misc
3065,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0632,7/10/2023,181804.55,USG Acoustical Sealant 29 oz. Tube,49694,12,tube,12,,1162.32,,5/30/2023 0:00,10/4/2023 12:00,184506781.2,usg acoustical sealant 29 oz. tube,14,Drywall
7451,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-1677,5/14/2024,217421.475,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,14,PC,14,PC,5010,70140,5/26/2023 0:00,5/2/2025 8:00,714978787.5,3/4 x 4 x 8 cdx fire-rated plywood,12,Wood & Carpentry
707,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0156,2/13/2023,7152.61,"18""X18"" PIPE BOOT STEGO",64186,50,,,,132.765,6638.25,9/6/2022 0:00,8/15/2024 0:00,9895473728,18 x18 pipe boot stego,11,Pipes & Fittings
3492,A0-0070,,Mumbai,Maharashtra,India,Enterprise,Workspace,9000,0,0,0,B0-0454,3/28/2023,159940.91,WD 40 8oz Can w/smart straw,32491,1,each,1,,752.335,,3/22/2023 0:00,5/25/2023 12:00,24095235.95,wd 40 8oz can w/smart straw,14,Misc
4574,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-0804,2/11/2025,7226.09,FIRESTOP SYSTEM ADHESIVE LABELS,30151,"2 ZPX of 100
EA = 200 EA",,,,3392.605,,8/15/2022 0:00,1/21/2025 0:00,23204555261,firestop system adhesive labels,14,Misc
10418,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2624,7/13/2023,91570.275,"5/8"" x 4' x 10' Type X Drywall",61289,52,PC,2.08,MS,39245,81629.6,9/12/2022 0:00,10/2/2023 0:00,4131524341,5/8 x 4 x 10 type x drywall,2,Drywall
5581,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-1202,2/2/2024,3962108.4,"6"" x 17'10-1/2"" Stud 2"" Flange 14ga",60733,916,PC,16.374,ML,241983,3962108.4,12/5/2022 0:00,6/23/2025 0:00,22955715208,6 x 17 10-1/2 stud 2 flange 14ga,5,Steel
7050,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-1601,4/23/2024,197627.8,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga EQ",60409,20,PC,0.2,ML,63710.5,12742.1,5/26/2023 0:00,5/2/2025 8:00,714978787.5,3-5/8 x 10 track 1-1/4 leg 20ga eq,1,Steel
3152,A0-0064,,Patna,Bihar,India,Wellness,Health Center,12658,0,0,0,B0-0638,1/5/2023,25045.825,"BPF 4' to 12' Magnesium Ninja Pole
3ea 4'PCS",65654,1,each,1,,25045.825,,10/3/2022 0:00,5/31/2023 12:00,265604816.8,bpf 4 to 12 magnesium ninja pole 3ea 4 pcs,14,Misc
12559,A0-0315,,Patna,Bihar,India,Misc Market,Misc Build,5000,,,,B0-3447,7/19/2024,44220.765,"6"" x 10' Track 1-1/4"" Leg 20ga EQ",49215,10,PC,0.1,ML,54943,5494.3,6/10/2024 0:00,8/23/2024 12:00,83631095,6 x 10 track 1-1/4 leg 20ga eq,1,Steel
3800,A0-0077,,Mumbai,Maharashtra,India,Wellness,Health Center,2000,0,0,0,B0-0509,7/31/2023,190202.98,"Drywall Paper Joint Tape 250' Roll
20/box",42172,20,roll,20,,354.04,,6/5/2023 0:00,9/15/2023 12:00,57276996.18,drywall paper joint tape 250 roll 20/box,17,Drywall
4023,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0548,9/26/2023,97928.8,"Gold Bond All Purpose 5 Gallon Can
Black",65046,3,can,3,,1983.125,,2/27/2023 0:00,11/30/2023 0:00,169152463,gold bond all purpose 5 gallon can black,14,Misc
12583,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3459,8/2/2024,63393.2,"5/8"" x 4' x 10' Type X Drywall",61289,52,PC,2.08,MS,30477.5,63393.2,12/5/2022 0:00,6/23/2025 0:00,22955715208,5/8 x 4 x 10 type x drywall,2,Drywall
1075,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0237,4/26/2023,286855.065,"17 OZ FLUORESCENT GREEN M1600 INVERTED
MARKING PAINT RUST-OLEUM",63142,12,,,,403.305,4839.66,9/6/2022 0:00,8/15/2024 0:00,9895473728,17 oz fluorescent green m1600 inverted marking paint rust-oleum,14,Paint & Coatings
8980,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-2153,4/7/2023,1470760.65,"6"" × 10' J-Runner 1"" x 2"" Legs 18ga 43mil
G40 Coating",61064,41,PC,0.41,ML,191632.5,78569.325,9/12/2022 0:00,10/2/2023 0:00,4131524341,6 10 j-runner 1 x 2 legs 18ga 43mil g40 coating,14,Paint & Coatings
7311,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-1646,5/6/2024,42459.75,"5/8"" x 4' x 8' Type X Drywall",61289,30,PC,0.96,MS,32147.5,30861.6,11/1/2022 0:00,6/11/2025 0:00,7712088582,5/8 x 4 x 8 type x drywall,2,Drywall
3439,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0452,3/20/2023,268257.11,"2-1/2"" 16ga .054 mil track 10 (1-1/4""
leg)",53751,12,pcs,120,,136439,,10/19/2020 0:00,7/10/2023 12:00,12657755648,2-1/2 16ga .054 mil track 10 1-1/4 leg,1,Steel
8185,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-1873,1/31/2023,276721.505,250' USG Joint Tape 20/bx,42172,5,CT,100,RL,175.35,17535,9/2/2019 0:00,12/29/2023 17:00,15673671106,250 usg joint tape 20/bx,17,Drywall
11996,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-3228,12/26/2023,993744.355,"6"" x 14' J-Runner 1"" x 2"" Legs 20ga 33mil 
3RD FLOOR",61059,40,PC,0.56,ML,148546.5,83186.04,2/3/2020 0:00,10/31/2025 0:00,34925565107,6 x 14 j-runner 1 x 2 legs 20ga 33mil 3rd floor,3,Flooring
8927,A0-0147,,Aligarh,Uttar Pradesh,India,Enterprise,Workspace,191836,0,0,0,B0-2143,4/4/2023,387379.045,"#8 x 1/2"" Grabber Wafer Head Drivall Self Drill Point
Zinc 10M",21181,1,BX,1,BX,15823.25,15823.25,3/21/2023 0:00,3/10/2025 0:00,6265556806,8 x 1/2 grabber wafer head drivall self drill point zinc 10m,10,Misc
2430,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0519,8/3/2023,25523.445,"Makita 1/4"" x 4"" SDS+ Carbide Drill Bit",63997,3,each,3,,541.08,,2/27/2023 0:00,11/30/2023 0:00,169152463,makita 1/4 x 4 sds carbide drill bit,14,Misc
247,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0069,5/22/2023,327729.15,"5"" XP TURBO DIAMOND CUP DEWALT",62081,1,,,,5453.385,5453.385,2/3/2020 0:00,10/31/2025 0:00,34925565107,5 xp turbo diamond cup dewalt,14,Misc
3816,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0514,7/31/2023,153763.58,"3-5/8"" 20ga DW Stud 10'",61197,80,pcs,800,,61372.5,,2/27/2023 0:00,11/30/2023 0:00,169152463,3-5/8 20ga dw stud 10,3,Steel
6909,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-1575,5/10/2024,575135.475,"3-5/8"" x 6' Stud 1-5/8"" Flange 20ga (33mil)
unpunched",60427,180,PC,1.08,ML,66633,71963.64,10/18/2021 0:00,6/2/2026 0:00,15701858802,3-5/8 x 6 stud 1-5/8 flange 20ga 33mil unpunched,16,Steel
3633,A0-0075,,Mumbai,Maharashtra,India,Wellness,Health Center,750,0,0,0,B0-0481,5/10/2023,100885.535,"5/8"" Firecode Drywall 4' x 10'",58225,8,PCS,320,,48012.5,,2/6/2023 0:00,6/16/2023 12:00,34491903.62,5/8 firecode drywall 4 x 10,2,Drywall
8951,A0-0137,,Madurai,Tamil Nadu,India,Enterprise,Workspace,52000,,,,B0-2148,3/30/2023,175004.31,3.5 GA USG Sheetrock Brand Plus 3 Joint Compound,64779,64,CT,64,CT,835,53440,8/29/2022 0:00,6/23/2023 12:00,866593242,3.5 ga usg sheetrock brand plus 3 joint compound,17,Drywall
2263,A0-0068,,Visakhapatnam,Andhra Pradesh,India,Enterprise,Critical Ops,265850,0,0,0,B0-0490,5/17/2023,118137.47,"Fiberglass Self-Adh. 2"" Mesh Tape
300' Roll",21226,24,roll,24,,626.25,,9/12/2022 0:00,10/2/2023 0:00,4131524341,fiberglass self-adh. 2 mesh tape 300 roll,11,Drywall
2247,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0487,5/24/2023,59703.335,"36X200 CARPET PROTECTION FILM
600SF ZIP UP",63923,1,EACH,1,,4913.14,,2/27/2023 0:00,11/30/2023 0:00,169152463,36x200 carpet protection film 600sf zip up,14,Misc
836,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0189,3/16/2023,89789.22,50LB 8D GREEN VINYL SINKER NAIL,32683,4,,,,5528.535,22114.14,4/11/2022 0:00,9/17/2024 12:00,7554544515,50lb 8d green vinyl sinker nail,14,Plumbing Fixtures
5065,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1086,1/9/2024,410006.71,"6"" x 13' 6"" Stud 1-5/8"" Flange 16ga",60684,80,PC,1.08,ML,196225,211923,7/12/2021 0:00,11/1/2024 17:00,14191958070,6 x 13 6 stud 1-5/8 flange 16ga,5,Steel
433,A0-0027,,Bengaluru,Karnataka,India,Future Tech,R&amp;D Laboratories,10000,,,,B0-0124,1/20/2023,153601.59,"3190 TAPE MEASURE TETHERING KIT
ERGODYNE",46746,1,,,,3371.73,3371.73,6/7/2021 0:00,7/14/2025 12:00,3779120214,3190 tape measure tethering kit ergodyne,11,Drywall
6439,A0-0163,,Kochi,Kerala,India,Wellness,Health Center,19500,,,,B0-1435,3/15/2024,251042.75,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga EQ",60409,20,PC,0.2,ML,63710.5,12742.1,5/26/2023 0:00,5/2/2025 8:00,714978787.5,3-5/8 x 10 track 1-1/4 leg 20ga eq,1,Steel
1174,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0261,5/12/2023,126116.73,"6MIL 20'X100' CLEAR POLYFILM VISQUEEN
SOLD/ROLL",63038,4,,,,8051.07,32204.28,8/1/2022 0:00,2/5/2025 0:00,5447968752,6mil 20 x100 clear polyfilm visqueen sold/roll,17,Misc
12347,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3364,6/20/2024,258920.975,"1-5/8"" x 10' Stud 1-5/8"" Flange 20ga 33mil",59950,200,PC,2,ML,77321,154642,8/15/2022 0:00,1/21/2025 0:00,23204555261,1-5/8 x 10 stud 1-5/8 flange 20ga 33mil,16,Steel
12503,A0-0183,,Ludhiana,Punjab,India,Bio Innovation,R&amp;D Laboratories,250000,0,0,0,B0-3430,7/12/2024,180215.545,"0-7/8"" x 10' Furring / Hat Channel 20ga 30mil",61384,200,PC,2,ML,48430,96860,4/5/2021 0:00,8/23/2024 0:00,8656553408,0-7/8 x 10 furring / hat channel 20ga 30mil,6,Steel
4657,A0-0124,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,32000,,,,B0-0854,7/3/2024,,"SMOKE ACOUSTIC PATHWAY DEVICE, BLU,SQUARE",58192,6,,,,6017.845,,3/11/2024 0:00,9/6/2024 17:00,743954238.6,smoke acoustic pathway device blu square,14,Misc
5290,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1117,1/30/2024,4145574.6,2 x 10 x 12 #2 Fire Treated Lumber,59958,380,PC,380,PC,3832.65,1456407,8/15/2022 0:00,1/21/2025 0:00,23204555261,2 x 10 x 12 2 fire treated lumber,12,Misc
3758,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0492,5/27/2023,193932.09,"10oz Ratchet Caulk Gun Newborn
1/10 Gal #188",64900,1,each,1,,1156.475,,2/27/2023 0:00,11/30/2023 0:00,169152463,10oz ratchet caulk gun newborn 1/10 gal 188,14,Misc
9013,A0-0257,,Coimbatore,Tamil Nadu,India,Wellness,Health Center,800,,,,B0-2170,4/7/2023,162925.2,2 x 4 x 12 #2 Fire Treated Lumber,42863,92,PC,92,PC,1352.7,124448.4,3/1/2023 0:00,6/16/2023 12:00,43176977.43,2 x 4 x 12 2 fire treated lumber,12,Misc
251,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0069,5/22/2023,327729.15,"3/4"" CLEAR PINE CHAMFER",62467,500,,,,18.24475,9122.375,2/3/2020 0:00,10/31/2025 0:00,34925565107,3/4 clear pine chamfer,14,Misc
6202,A0-0182,,Meerut,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,44000,,,,B0-1371,3/12/2024,1755195.05,"6"" x 10' Track 1-1/4"" Leg 16ga",51249,8,PC,0.08,ML,165330,13226.4,1/1/2024 0:00,12/31/2024 0:00,2514686544,6 x 10 track 1-1/4 leg 16ga,1,Steel
13135,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3688,10/31/2024,1257353.855,"3-5/8"" x 10' Track 1-1/2"" Leg 16ga",10325,80,PC,0.8,ML,96526,77220.8,10/18/2021 0:00,6/2/2026 0:00,15701858802,3-5/8 x 10 track 1-1/2 leg 16ga,1,Steel
13176,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3700,11/20/2024,436933.79,"3-5/8"" x 10' Stud 1-1/4"" Flange 20ga (33mil)
UNPUNCHED",60047,20,PC,0.2,ML,61122,12224.4,10/18/2021 0:00,6/2/2026 0:00,15701858802,3-5/8 x 10 stud 1-1/4 flange 20ga 33mil unpunched,16,Steel
6718,A0-0148,,Guwahati,Assam,India,Enterprise,Workspace,92942,,,,B0-1517,4/3/2024,206371.92,500' USG Joint Tape 10/bx,61051,20,RL,20,RL,584.5,11690,6/1/2023 0:00,8/23/2024 12:00,1481952253,500 usg joint tape 10/bx,17,Drywall
