id,PROJECTNUMBER,MW,PROJECT_CITY,STATE,PROJECT_COUNTRY,CORE_MARKET,PROJECT_TYPE,SIZE_BUILDINGSIZE,NUMFLOORS,NUMROOMS,NUMBEDS,invoiceId,invoiceDate,invoiceTotal,ItemDescription,MasterItemNo,QtyShipped,UOM,ExtendedQuantity,PriceUOM,UnitPrice,ExtendedPrice,CONSTRUCTION_START_DATE,SUBSTANTIAL_COMPLETION_DATE,REVISED_ESTIMATE
1830,A0-0055,,Aurangabad,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,7500,,,,B0-0407,2/9/2024,29824.53,"Knauf R13 3-1/2""x16""x96"" Unfaced
128 sf/bag",58214,1,bag,128,,46092,,5/25/2023 0:00,6/4/2024 17:00,307613078.2
10390,A0-0219,,Indore,Madhya Pradesh,India,Misc Market,Learning Hub,40000,2,0,0,B0-2612,7/31/2023,703859.91,"6"" x 10' Stud 1-5/8"" Flange 16ga",40328,24,PC,0.24,ML,168158.145,40358.055,12/14/2021 0:00,11/17/2023 12:00,3600136735
12129,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-3289,1/11/2024,287810.305,"10' Beadex Paper-Faced Tape-On Extra Wide Even
Leg Corner Bead 50/bx",62108,5,CT,2.5,ML,51770,129425,2/3/2020 0:00,10/31/2025 0:00,34925565107
2012,A0-0065,,Patna,Bihar,India,Tertiary Learning,R&amp;D Laboratories,1800,,,,B0-0448,6/26/2023,238895.17,"Arm x17328 2'x 15/16""Cro ss Tee
White 60pc/bx",61311,120,pcs,240,,72478,,5/29/2023 0:00,8/29/2023 12:00,47040476.5
914,A0-0030,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,1046120,,,,B0-0198,3/23/2023,972776.67,"RECEIVE FREE 18V LXT LITHIUM-ION 5.0AH
BATTERY MAKITA (140BL 1850B) WITH
PURCHASE OF ELIGIBLE LXT BARE TOOL",34748,4,,,,-14361.165,-57444.66,6/1/2022 0:00,6/30/2025 0:00,34018793433
7612,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-1713,5/28/2024,36905.33,3.5 GA USG Sheetrock Brand Plus 3 Joint Compound,64779,2,CT,2,CT,814.125,1628.25,12/5/2022 0:00,6/23/2025 0:00,22955715208
11051,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2863,9/27/2023,221618.185,"2"" x 2"" x 10' Angle 16ga 54mil",61347,10,PC,0.1,ML,93520,9352,2/3/2020 0:00,10/31/2025 0:00,34925565107
12353,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-3366,6/21/2024,126100.865,"#6 x 2"" Grabber Bugle Head Fine Thread Streaker
Point Collated 1M",50943,30,BX,30,"BX
:selected:",2108.375,63251.25,4/3/2023 0:00,2/28/2025 17:00,4359775970
2607,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0548,9/26/2023,97928.8,"3-5/8"" 20ga DW Stud 12'",61198,30,pcs,360,,61372.5,,2/27/2023 0:00,11/30/2023 0:00,169152463
4929,A0-0044,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,50000,,,,B0-1039,4/10/2024,2304316.1,"2' x 1"" USG Fire Rated 15/16"" Cross Tee Donn
DX/DXL Flat White 60/BX",46086,4,CT,0.48,ML,69221.5,33226.32,12/16/2022 0:00,12/31/2024 0:00,1047313632
9784,A0-0161,,Coimbatore,Tamil Nadu,India,Tertiary Learning,Misc Build,34000,2,,,B0-2418,4/5/2023,488583.55,"6"" x 10' Slotted Slip Track 2-1/2"" Leg 20ga 30mil",49214,10,PC,0.1,ML,202738,20273.8,9/1/2020 0:00,4/5/2024 0:00,1642865619
6565,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1469,3/25/2024,7985.105,"#8 x 1/2"" Scorpion Lath Head Drill Point Zinc 500pc",60052,3,BX,3,BX,2505,7515,5/6/2022 0:00,5/30/2025 0:00,15598821597
10926,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2814,8/31/2023,448191.26,"6"" x 9'11-1/2"" Stud 1-5/8"" Flange 16ga",40328,24,PC,0.239,ML,239311,57194.995,8/15/2022 0:00,1/21/2025 0:00,23204555261
7,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-0005,3/26/2024,12125.035,"20OZ SAUS WHITE SPECTREM 1 SILICONE
SEALANT 15/CS TREMCO",58128,8,EA,,,1379.42,11035.36,7/12/2021 0:00,11/1/2024 17:00,14191958070
7836,A0-0015,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,100000,,,,B0-1786,6/2/2023,1723342.305,10' Hanger Wire 12ga with Clip / Pin 100/BD,43460,3,BD,3,"BD
:unselected:",8032.7,24098.1,1/3/2022 0:00,11/16/2023 12:00,2757689889
6584,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1481,4/10/2024,535268.4,"10' Cemco FAS #093 Control Joint Fire Rated 20/BX
FAS-093X",61181,10,CT,2,ML,217100,434200,7/12/2021 0:00,11/1/2024 17:00,14191958070
3362,A0-0063,,Kolhapur,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,20000,0,0,0,B0-0425,2/23/2023,43541.91,"27 Cal Strip Shot Green 100/box PAT
Blue Point",64841,1,box,1,,1131.425,,4/4/2022 0:00,5/22/2023 12:00,1356145091
10475,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2653,7/17/2023,4408823.38,"3-5/8"" x 25' Stud 3"" Flange 14ga",60911,160,PC,4,ML,346441.5,1385766,8/15/2022 0:00,1/21/2025 0:00,23204555261
1636,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0375,9/14/2023,79287.425,21' FLEXIBLE VIBRATOR SHAFT OZTEC,46509,1,,,,37610.07,37610.07,2/3/2020 0:00,10/31/2025 0:00,34925565107
1142,A0-0036,,Jaipur,Rajasthan,India,Wellness,Workspace,156000,,,,B0-0250,5/8/2023,42160.82,"7X2"" PHILLIPS BUGLE HEAD COARSE THREAD
SHARP POINT YZ WOOD SCREW 3.5M",34584,1,,,,5810.765,5810.765,10/5/2022 0:00,10/2/2024 12:00,7015606559
360,A0-0018,,Udaipur,Rajasthan,India,Enterprise,Misc Build,20000,,,,B0-0098,8/31/2023,168253.335,METAL TIE WIRE REEL KRAFT,33649,2,,,,3232.285,6464.57,4/4/2022 0:00,1/12/2024 12:00,361624722.5
2071,A0-0070,,Mumbai,Maharashtra,India,Enterprise,Workspace,9000,0,0,0,B0-0454,3/28/2023,159940.91,WD 40 8oz Can w/smart straw,32491,1,each,1,,752.335,,3/22/2023 0:00,5/25/2023 12:00,24095235.95
3135,A0-0097,,Delhi,Delhi,India,Bio Innovation,Pharma Synth,22000,0,0,0,B0-0634,2/27/2023,31666.54,"1-5/8"" 20ga DW Track 10' w/1-1/4"" Leg",61265,2,pcs,20,,47261,,6/13/2022 0:00,1/30/2023 12:00,278930844
5161,A0-0148,,Guwahati,Assam,India,Enterprise,Workspace,92942,,,,B0-1099,1/10/2024,178748.45,"2-1/2"" x 10' Stud 1-1/4"" Flange 20ga EQ",59790,150,PC,1.5,ML,49933,74899.5,6/1/2023 0:00,8/23/2024 12:00,1481952253
6991,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1592,4/24/2024,1926954.55,"3-5/8"" x 12'8"" Stud 1-1/4"" Flange 20ga (30mil)",60038,700,PC,8.867,ML,84752.5,751474.115,5/6/2022 0:00,5/30/2025 0:00,15598821597
3244,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0651,1/19/2023,584103.375,"Powder L Clip & Pin 7/8"" Top Hat .157
100/bx",64845,3,box,3,,3877.74,,10/19/2020 0:00,7/10/2023 12:00,12657755648
2243,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0487,5/24/2023,59703.335,"9"" Velcro Sanding Disc 180 Grit 15/Pk
Hook & Lp",21896,1,pack,1,,6254.15,,2/27/2023 0:00,11/30/2023 0:00,169152463
1475,A0-0011,,Thiruvananthapuram,Kerala,India,Wellness,Ambulatory Care,80000,,,,B0-0330,7/3/2023,116800.635,"2""X60YD SILVER DT8 ALL PURPOSE DUCT
TAPE 3M",63081,10,,,,480.125,4801.25,8/1/2022 0:00,2/5/2025 0:00,5447968752
11525,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3070,11/28/2023,258467.57,"2-1/2"" x 9'6"" Tabbed J-Track 1"" x 2-1/4"" Legs 20ga
33mil",60933,48,PC,0.456,ML,105293.5,48014.17,8/15/2022 0:00,1/21/2025 0:00,23204555261
3260,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0653,1/23/2023,134234.6,"Dewalt 6"" 14TPI 5PK Recip Blade
General Use",63532,1,each,1,,1165.66,,10/19/2020 0:00,7/10/2023 12:00,12657755648
4021,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0548,9/26/2023,97928.8,"Cert R11 3.5""x16""x96"" Unfaced
170.67 sf/bag",48811,3,Bag,512.01,,35070,,2/27/2023 0:00,11/30/2023 0:00,169152463
11854,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3168,1/3/2024,245727.14,"2-1/2"" x 10' Track 1-1/4"" Leg 20ga EQ",59992,22,PC,0.22,ML,47261,10397.42,8/15/2022 0:00,1/21/2025 0:00,23204555261
8567,A0-0028,,Agra,Uttar Pradesh,India,Wellness,Ambulatory Care,4500,0,5,0,B0-2005,3/1/2023,1250953.58,"2-1/2"" x 10' Tabbed J-Track 1"" x 2-1/4"" Legs 20ga
33mil",60933,30,PC,0.3,ML,94772.5,28431.75,1/23/2023 0:00,7/7/2023 12:00,165263859.7
3501,A0-0069,,Jammu,Jammu & Kashmir,India,Misc Market,Health Center,15000,0,0,0,B0-0459,3/27/2023,493545.12,"GoldBond Multi-Use Mud 5 Gallon
Can Red",58211,2,can,2,,1983.125,,9/4/2019 0:00,6/30/2022 0:00,3860820145
2659,A0-0022,,Salem,Tamil Nadu,India,Wellness,Health Center,1063821,,,144,B0-0556,11/8/2023,57122.35,"USG EZSAND 20 LITE QUICK SET
COMPOUND 18LB BAG",58212,1,bag,1,,1331.825,,7/12/2024 0:00,2/4/2028 0:00,57913127064
11341,A0-0261,,Kochi,Kerala,India,Wellness,Health Center,15000,,,14,B0-2986,10/6/2023,55008.13,"2-1/2"" x 10' Track 1-1/4"" Leg 20ga EQ",59992,15,PC,0.15,ML,43420,6513,11/15/2022 0:00,1/31/2024 12:00,1229106473
1131,A0-0036,,Jaipur,Rajasthan,India,Wellness,Workspace,156000,,,,B0-0246,5/5/2023,473634.545,"BUY (5) 7-1/4"" 24T ROUND ARBOR MARATHON
BLADE IRWIN (173RND24030), GET (5)
FREE",25234,3,,,,-3753.325,-11259.975,10/5/2022 0:00,10/2/2024 12:00,7015606559
1820,A0-0055,,Aurangabad,Maharashtra,India,Bio Innovation,R&amp;D Laboratories,7500,,,,B0-0404,1/16/2024,124339.015,"1-5/8"" 20ga DW Track 10' w/1-1/4"" Leg",61265,10,pcs,100,,41249,,5/25/2023 0:00,6/4/2024 17:00,307613078.2
7462,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1679,5/15/2024,121226.135,3/4 x 4 x 8 CDX Fire-Rated Plywood,26930,20,PC,20,PC,5691.36,113827.2,8/15/2022 0:00,1/21/2025 0:00,23204555261
10539,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-2680,8/8/2023,2986534.48,"6"" x 14' Stud 1-5/8"" Flange 14ga (68mil)",60797,50,PC,0.7,ML,247327,173128.9,2/3/2020 0:00,10/31/2025 0:00,34925565107
10502,A0-0159,,Dehradun,Uttarakhand,India,Bio Innovation,R&amp;D Laboratories,183000,0,0,0,B0-2663,7/20/2023,825829.195,"5/8"" x 4' x 9' Type X Drywall",61289,52,PC,1.872,MS,41332.5,77374.44,4/3/2023 0:00,2/28/2025 17:00,4359775970
10960,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2823,9/19/2023,583206.585,"4"" x 9'6"" C-T Stud 20ga 33mil",61001,104,PC,0.988,ML,152638,150806.01,8/15/2022 0:00,1/21/2025 0:00,23204555261
7065,A0-0164,,Amritsar,Punjab,India,Bio Innovation,Pharma Synth,40000,,,,B0-1604,5/6/2024,833342.525,"4"" x 10' Track 2"" Leg 14ga",53904,4,PC,0.04,ML,266782.5,10671.3,11/1/2022 0:00,6/11/2025 0:00,7712088582
4319,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0432,4/14/2023,338057.265,"1/4 plastic horseshoe shim black #14
1000/bx",46472,100,each,100,,13.36,,10/19/2020 0:00,7/10/2023 12:00,12657755648
9343,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2283,7/26/2023,4252962.28,"6"" x 25' Stud 1-1/4"" Flange 20ga 30mil",60472,412,PC,10.3,ML,128673.5,1325337.05,8/15/2022 0:00,1/21/2025 0:00,23204555261
4670,A0-0043,,Jaipur,Rajasthan,India,Wellness,Ambulatory Care,640000,,,,B0-0860,7/26/2024,,"SUCTION CUP LIFTER,8 IN CUP DIAMETER",58185,2,,,,8998.795,,3/22/2019 0:00,5/7/2025 17:00,39191521699
9429,A0-0259,,Visakhapatnam,Andhra Pradesh,India,Wellness,Ambulatory Care,5100,,,,B0-2320,5/5/2023,18504.435,"#6 x 1-1/4"" Grabber Bugle Head Fine Thread Streaker
Point 8M",32371,1,BX,1,BX,6730.1,6730.1,3/9/2023 0:00,8/11/2023 12:00,148726956
5477,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1170,1/19/2024,471761.64,10' Cemco FAS #093 Control Joint 20/bx Fire Rated,61181,8,CT,1.6,ML,268351.298,429362.01,2/3/2020 0:00,10/31/2025 0:00,34925565107
13204,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3712,11/8/2024,12712.875,Fire Trak PosiKlip Head of Wall,67083,2,BX,2,BX,5845,11690,10/18/2021 0:00,6/2/2026 0:00,15701858802
11773,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3154,12/13/2023,3673883.935,"6"" x 10' Slotted Slip Track 2-1/2"" Leg 12ga 97mil",60968,120,PC,1.2,ML,1354704,1625644.8,12/5/2022 0:00,6/23/2025 0:00,22955715208
1857,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0417,2/17/2023,197862.435,"16.9 oz Bottle Water 35/Pk Sold by the
CASE",42998,60,case,60,,798.26,,10/19/2020 0:00,7/10/2023 12:00,12657755648
2283,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0492,5/27/2023,193932.09,"10oz Ratchet Caulk Gun Newborn
1/10 Gal #188",64900,1,each,1,,1156.475,,2/27/2023 0:00,11/30/2023 0:00,169152463
11677,A0-0058,,Mumbai,Maharashtra,India,Enterprise,Workspace,0,0,0,0,B0-3123,11/16/2023,171137.425,"2-1/2"" x 14' Stud 1-1/4"" Flange 20ga EQ",59790,20,PC,0.28,ML,40998.5,11479.58,5/22/2023 0:00,11/23/2023 12:00,83532899
4009,A0-0058,,Mumbai,Maharashtra,India,Enterprise,Workspace,0,0,0,0,B0-0673,9/18/2023,-14887.215,"2"" 20ga Angle 10'",61343,-20,PCS,200.00-,,70223.5,,5/22/2023 0:00,11/23/2023 12:00,83532899
6402,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-1421,3/14/2024,478378.18,"6"" x 8' Stud 1-5/8"" Flange 16ga",50882,44,PC,44,PC,1717.428,75566.665,2/3/2020 0:00,10/31/2025 0:00,34925565107
13323,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3780,12/6/2024,6356.855,Fire Trak PosiKlip Head of Wall,67083,1,BX,1,BX,5845,5845,10/18/2021 0:00,6/2/2026 0:00,15701858802
12448,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-3407,7/25/2024,751373.08,"6"" x 13' Stud 1-5/8"" Flange 20ga 33mil Unpunched",60500,104,PC,1.352,ML,115313.5,155903.685,11/19/2019 0:00,1/24/2025 12:00,15539779791
387,A0-0024,,Haridwar,Uttarakhand,India,Misc Market,Critical Ops,150000,,,,B0-0108,8/19/2024,24406.215,"30 OZ SPECIAL DELUXE MANUAL BULK CAULK
GUN W/ORANGE NOZZLES ALBION",64530,1,,,,14778.665,14778.665,10/24/2022 0:00,8/27/2025 0:00,19679867940
1629,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0373,9/8/2023,240952.61,"25FT COMPACT MAGNETIC TAPE MEASURE
MILWAUKEE",64126,1,,,,1919.665,1919.665,2/3/2020 0:00,10/31/2025 0:00,34925565107
11833,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-3163,12/7/2023,1068111.96,"6"" x 10'6"" Stud 2"" Flange 12ga Unpunched",66666,58,PC,0.609,ML,395957,241137.98,2/3/2020 0:00,10/31/2025 0:00,34925565107
12520,A0-0314,,Ranchi,Jharkhand,India,Tertiary Learning,Learning Hub,115000,,,,B0-3435,7/15/2024,41163.83,"4' x 1-1/2"" USG NON Fire Rated 15/16"" Cross Tee
Donn DX Flat White 60/BX",61144,20,PC,0.08,ML,76820,6145.6,2/28/2024 0:00,3/2/2026 0:00,5607614844
7719,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-1746,6/6/2024,20130.18,6' Hanger Wire 12ga 100/PC,19891,3,BD,3,BD,2678.68,8036.04,5/1/2023 0:00,8/22/2024 17:00,2838119884
11595,A0-0027,,Bengaluru,Karnataka,India,Future Tech,R&amp;D Laboratories,10000,,,,B0-3089,11/13/2023,910403.005,Westpac Blue Dot Taping 47# Ctn,62093,20,CT,20,CT,981.125,19622.5,6/7/2021 0:00,7/14/2025 12:00,3779120214
13380,A0-0147,,Aligarh,Uttar Pradesh,India,Enterprise,Workspace,191836,0,0,0,B0-3799,12/5/2024,1411.15,Ramset .27 Caliber Yellow Strip load 100,32498,1,BX,1,BX,1273.375,1273.375,3/21/2023 0:00,3/10/2025 0:00,6265556806
9102,A0-0248,,Ranchi,Jharkhand,India,Wellness,Ambulatory Care,12866,,,,B0-2204,4/11/2023,-25298.83,"1-1/2"" x 4' USG Fire Rated DW Suspension Cross
Tee 48/BX #",62176,1,CT,0.192,ML,66800,12825.6,2/20/2023 0:00,10/3/2023 12:00,140673285
10059,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-2503,8/11/2023,467056.415,"2-1/2"" x 10' Tabbed J-Track 1"" x 2-1/4"" Legs 20ga
33mil",60933,30,PC,0.3,ML,105293.5,31588.05,8/15/2022 0:00,1/21/2025 0:00,23204555261
1843,A0-0059,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,0,,,,B0-0412,1/16/2024,51820.1,"2-1/2"" 20ga DW Track 10' w/1-1/4"" Leg",61191,4,pcs,40,,49682.5,,12/11/2023 0:00,3/8/2024 12:00,28143842
2498,A0-0079,,Mumbai,Maharashtra,India,Enterprise,Workspace,6133,0,0,0,B0-0528,8/10/2023,58416.6,"2"" 20ga Flat Stock 10'",61401,10,pcs,100,,38744,,5/30/2023 0:00,10/4/2023 12:00,184506781.2
202,A0-0004,,Bengaluru,Karnataka,India,Enterprise,Workspace,2800000,0,0,0,B0-0064,5/12/2023,41864.395,"2-1/2"" X .131"" 21DEG RH SMOOTH IMPORT
GUN NAIL 5M/BOX",64639,1,,,,5914.305,5914.305,2/3/2020 0:00,10/31/2025 0:00,34925565107
10782,A0-0255,,Vadodara,Gujarat,India,Enterprise,Hospitality Hall,6800,1,,,B0-2766,8/10/2023,2900.79,"5/8"" x 4' x 8' Type X Drywall",61289,2,PC,0.064,MS,42167.5,2698.72,3/1/2022 0:00,10/2/2023 12:00,579126422.6
3869,A0-0016,,Mumbai,Maharashtra,India,Enterprise,Workspace,3300,0,0,0,B0-0526,8/5/2023,275124.15,"ZIP-UP BLUE PAINTER TAPE 2"" X 60
YD",63728,5,EACH,5,,814.125,,2/27/2023 0:00,11/30/2023 0:00,169152463
5055,A0-0003,,Ahmedabad,Gujarat,India,Future Tech,Critical Ops,450000,,,,B0-1085,1/9/2024,1395602.3,"10' Beadex Paper-Faced Tape-On Extra Wide Even
Leg Corner Bead 50/bx",62108,8,CT,4,ML,33400,133600,7/12/2021 0:00,11/1/2024 17:00,14191958070
5890,A0-0160,,Cuttack,Odisha,India,Bio Innovation,R&amp;D Laboratories,55000,0,0,0,B0-1281,2/9/2024,271210.505,Westpac Green Dot Topping 50# Ctn,62101,96,CT,96,CT,868.4,83366.4,5/1/2023 0:00,8/22/2024 17:00,2838119884
2703,A0-0058,,Mumbai,Maharashtra,India,Enterprise,Workspace,0,0,0,0,B0-0562,6/12/2023,26399.36,"Wonder Gloves Red Palm Large
Cotton w/ Latex",63790,12,pair,12,,161.155,,5/22/2023 0:00,11/23/2023 12:00,83532899
7923,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1804,1/10/2023,209817.13,"2-1/2"" x 12' J-Runner 1"" x 2"" Legs 20ga 33mil",61053,4,PC,0.048,ML,112474.5,5399.11,11/19/2019 0:00,1/24/2025 12:00,15539779791
332,A0-0005,,Warangal,Telangana,India,Misc Market,Learning Hub,36700,4,0,0,B0-0092,8/16/2023,159238.675,"N95 PARTICULATE RESPIRATOR WITH VALVE
10/BOX 3M",35824,2,,,,1481.29,2962.58,10/15/2020 0:00,1/11/2024 12:00,3422320092
3809,A0-0057,,Varanasi,Uttar Pradesh,India,Enterprise,Workspace,523093,11,274,0,B0-0515,8/1/2023,127046.92,Yellow Strip Load 25 Caliber 100/box,63735,2,bxs,2,,1335.165,,10/19/2020 0:00,7/10/2023 12:00,12657755648
936,A0-0030,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,1046120,,,,B0-0198,3/23/2023,972776.67,"18V LXT LITHIUM-ION 5.0AH BATTERY
MAKITA",34748,2,,,,14361.165,28722.33,6/1/2022 0:00,6/30/2025 0:00,34018793433
1775,A0-0009,,Jaipur,Rajasthan,India,Enterprise,Workspace,350000,4,,,B0-0150,2/8/2023,181665.105,"N95 PARTICULATE DUST MASK RESPIRATOR
20/BOX 3M",45250,2,,,,1210.75,2421.5,9/6/2022 0:00,8/15/2024 0:00,9895473728
13233,A0-0111,,Rajkot,Gujarat,India,Wellness,Health Center,400000,9,,,B0-3728,11/12/2024,934206.35,"3-5/8"" x 10' Track 1-1/4"" Leg 20ga EQ",60409,150,PC,1.5,ML,38994.5,58491.75,12/5/2022 0:00,6/23/2025 0:00,22955715208
8612,A0-0155,,Surat,Gujarat,India,Misc Market,Workspace,838094,41,,,B0-2021,2/28/2023,231855.285,"10' American 1-1/4"" Square Cornerbead American
1-1/4"" Square Cornerbead 50/bx",66932,6,CT,3,ML,40497.5,121492.5,9/2/2019 0:00,12/29/2023 17:00,15673671106
12282,A0-0311,,Thiruvananthapuram,Kerala,India,Bio Innovation,R&amp;D Laboratories,25000,,,,B0-3339,5/24/2024,34681.725,"1/2"" x 4' x 8' Lightweight Drywall",32043,14,PC,14,PC,1229.12,17207.68,4/1/2024 0:00,8/15/2024 0:00,615530958.9
990,A0-0014,,Jaipur,Rajasthan,India,Bio Innovation,Misc Build,680000,8,,,B0-0215,4/4/2023,57426.29,"PLS6G RBP KIT CROSS LINE AND POINT
GREEN LASER KIT W/RECHARGEABLE BATT PK
FLUKE
SERIAL NUMBER: 21110019",64602,1,,,,53295.545,53295.545,4/11/2022 0:00,9/17/2024 12:00,7554544515
5444,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1161,1/17/2024,662689.4,"5/8"" x 4' x 9'4-1/4"" CT M2Tech Type X",63302,286,PC,10.701,MS,48012.5,513791.365,8/15/2022 0:00,1/21/2025 0:00,23204555261
11539,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-3071,11/28/2023,476481.06,"4"" x 10' Tabbed J-Track 1"" x 2-1/4"" Legs 20ga 33mil",60958,32,PC,0.32,ML,127922,40935.04,8/15/2022 0:00,1/21/2025 0:00,23204555261
6994,A0-0162,,Lucknow,Uttar Pradesh,India,Bio Innovation,R&amp;D Laboratories,288000,0,0,0,B0-1592,4/24/2024,1926954.55,"6"" x 12'8"" Stud 1-1/4"" Flange 20ga 30mil",60471,400,PC,5.067,ML,117317.5,594410.615,5/6/2022 0:00,5/30/2025 0:00,15598821597
12361,A0-0186,,Pune,Maharashtra,India,Misc Market,Workspace,171000,5,,,B0-3368,6/26/2024,302675.81,"3-5/8"" ProX Header Clip 16ga (54mil)",61506,20,EA,20,EA,113.56,2271.2,10/18/2021 0:00,6/2/2026 0:00,15701858802
5807,A0-0024,,Haridwar,Uttarakhand,India,Misc Market,Critical Ops,150000,,,,B0-1260,2/5/2024,30790.625,"#7-15 x 7/16"" Grabber Pan Head Streaker 5LB
Phosphate #23",60101,1,BX,1,BX,2864.05,2864.05,10/24/2022 0:00,8/27/2025 0:00,19679867940
11733,A0-0189,,Vadodara,Gujarat,India,Enterprise,Workspace,114807,4,,,B0-3140,11/20/2023,34379.455,10' Trim Tex Fast Edge Paper 50/bx,63359,2,CT,1,ML,31980.5,31980.5,6/1/2023 0:00,1/18/2024 17:00,1730968970
11684,A0-0304,,Aligarh,Uttar Pradesh,India,Wellness,Health Center,3840,,,,B0-3126,11/15/2023,14060.565,Westpac Fast Set 20 Lite 20# Bag,63311,2,BG,2,BG,864.225,1728.45,9/26/2022 0:00,3/22/2024 0:00,1039309852
6575,A0-0023,,Kolkata,West Bengal,India,Enterprise,Hospitality Hall,435000,11,500,,B0-1476,3/29/2024,596216.72,"5/8"" x 4' x 9'4-1/4"" CT M2Tech Type X",63302,312,PC,11.674,MS,48012.5,560499.595,8/15/2022 0:00,1/21/2025 0:00,23204555261
3053,A0-0084,,Aurangabad,Maharashtra,India,Enterprise,Workspace,3000,0,0,0,B0-0631,12/12/2023,488733.015,"6' Pre Tie Wire w/ Pin & Clip
100/bundle BPF PAT",43457,1,bndl,1,,5678,,10/3/2022 0:00,12/23/2022 12:00,114680611.8
11598,A0-0027,,Bengaluru,Karnataka,India,Future Tech,R&amp;D Laboratories,10000,,,,B0-3089,11/13/2023,910403.005,"3-5/8"" × 10' Stud 1-5/8"" Flange 20ga 33mil",60420,10,PC,0.1,ML,80577.5,8057.75,6/7/2021 0:00,7/14/2025 12:00,3779120214
8366,A0-0166,,Chennai,Tamil Nadu,India,Tertiary Learning,Learning Hub,184000,0,0,0,B0-1947,2/20/2023,3458709.445,"3-5/8"" x 13' ProX Header 4-1/4"" Flange 20ga 33mil",51174,2,PC,0.026,ML,349447.5,9085.635,11/19/2019 0:00,1/24/2025 12:00,15539779791
